imo,ofac,uk,eu
9387152,True,False,False
9387255,False,True,True
9387279,True,True,True
9387762,True,False,False
9387786,True,False,False
9387798,True,False,False
9387803,True,False,False
9387815,True,False,False
9388027,True,True,True
9388742,False,True,True
9388754,True,True,True
9388766,False,True,True
9388780,False,True,True
9388792,False,True,True
9389071,False,True,True
9389083,False,True,True
9389095,False,True,True
9389100,False,True,True
9389679,False,True,True
9390317,False,False,True
9390587,False,True,True
9392822,True,True,True
9394935,False,True,True
9395379,False,True,True
9396854,True,False,False
9397030,True,False,False
9397080,True,False,False
9397535,True,True,True
9397547,True,True,True
9397559,True,True,True
9398046,True,False,False
9399167,True,False,False
9400112,True,False,False
9400980,True,True,True
9402469,True,True,True
9402471,False,True,True
9402732,False,True,True
9404546,True,False,False
9404572,True,False,False
9404948,False,True,True
9405057,False,True,True
9405930,True,False,False
9405942,True,False,False
9405954,True,False,False
9405966,True,False,False
9405978,True,False,False
9408190,False,True,True
9408205,False,True,True
9408358,True,False,False
9408530,False,True,True
9408542,False,True,True
9408554,False,True,True
9408695,True,True,False
9409247,True,False,False
9409259,False,True,True
9409467,True,True,True
9409986,True,False,False
9410387,True,False,False
9410870,True,True,False
9410894,True,True,False
9411020,True,True,True
9411288,True,False,False
9411331,True,True,True
9412335,True,True,True
9412347,True,True,True
9412359,True,True,True
9412452,False,True,True
9412995,True,True,True
9413004,True,True,True
9413547,False,True,True
9413559,True,True,True
9413561,False,True,True
9413573,True,True,True
9415844,True,False,False
9417115,True,True,True
9417464,True,True,True
9417490,True,False,False
9418078,True,False,False
9418482,False,True,True
9418494,True,True,True
9418509,True,True,True
9419137,True,True,True
9419151,False,True,True
9419448,True,True,True
9419450,False,True,True
9420356,True,False,False
9420368,True,False,False
9420370,True,False,False
9420617,False,True,False
9421960,True,True,True
9421972,False,True,True
9422445,True,True,True
9422457,False,True,True
9422653,True,True,True
9422847,True,False,False
9422859,True,False,False
9422988,True,True,False
9424651,False,True,True
9428358,False,True,True
9430210,False,True,True
9430272,False,True,True
9430715,True,False,False
9432658,True,False,False
9432660,True,False,False
9433016,True,True,True
9433286,True,False,False
9434890,False,True,True
9435337,False,True,True
9435363,False,True,True
9435375,False,True,True
9436006,True,True,True
9436018,False,True,True
9436020,False,True,True
9436484,True,False,False
9436941,True,True,True
9437983,False,True,True
9439383,False,True,True
9439539,False,True,True
9439541,True,True,True
9441178,True,False,False
9445057,True,False,False
9450715,True,False,False
9451501,True,False,False
9451642,False,True,False
9453729,True,False,False
9459242,False,True,True
9463528,True,False,False
9464156,True,False,False
9465746,True,False,False
9465758,True,False,False
9465760,True,False,False
9465849,True,False,False
9465851,True,False,False
9465863,True,False,False
9471123,True,False,False
9472634,False,True,True
9481881,True,False,False
9481910,True,True,False
9481922,True,False,False
9481934,True,False,False
9486805,True,False,False
9486910,True,False,False
9495832,False,True,True
9497531,True,False,False
9498171,False,False,True
9502453,True,False,False
9503304,False,True,True
9506320,True,False,False
9511387,False,True,True
9511521,True,True,True
9511533,True,True,True
9513139,True,True,True
9513268,True,False,False
9513270,True,False,False
9513282,True,False,False
9513294,True,False,False
9513309,True,False,False
9513311,True,False,False
9513323,True,False,False
9515539,False,False,True
9522324,False,True,True
9524451,True,True,True
9524463,True,True,True
9526693,True,False,False
9530917,True,True,True
9531375,True,False,False
9531387,True,False,False
9534614,True,False,False
9537109,True,True,True
9538115,True,False,False
9538892,True,False,False
9540883,True,False,False
9540895,True,False,False
9542518,True,False,False
9543500,True,False,False
9543512,True,False,False
9544281,True,True,True
9546708,True,False,False
9546710,True,False,False
9546722,True,False,False
9548990,True,False,False
9549009,True,False,False
9550137,False,False,True
9550682,False,True,True
9552496,True,False,False
9553957,True,False,False
9554822,True,False,False
9554834,True,False,False
9555199,True,False,False
9556947,True,False,False
9557549,True,False,False
9557915,True,False,False
9562233,False,True,True
9564126,True,False,False
9564695,True,False,False
9569205,True,False,False
9569619,True,False,False
9569621,True,False,False
9569633,True,False,False
9569645,True,False,False
9569657,True,False,False
9569669,True,False,False
9569671,True,False,False
9569683,True,False,False
9569695,True,False,False
9569700,True,False,False
9569712,True,False,False
9571052,True,False,False
9572020,True,False,False
9572111,True,False,False
9573816,False,False,True
9577082,True,True,True
9577094,True,True,True
9584762,True,False,False
9585819,True,False,False
9585912,False,True,True
9585924,False,True,True
9588885,True,False,False
9588990,True,False,False
9589750,True,True,True
9590008,True,False,False
9590137,True,True,True
9594339,True,False,False
9599341,False,True,True
9599353,False,True,True
9610781,True,True,True
9610793,True,True,True
9610808,True,True,True
9610810,True,True,True
9613549,True,False,False
9613551,True,False,False
9615092,True,False,False
9617923,True,False,False
9620633,True,False,False
9621558,False,True,True
9621560,False,True,True
9621596,False,True,True
9621601,True,True,True
9624213,True,False,False
9624225,True,False,False
9624316,False,False,True
9630004,True,True,True
9630028,True,False,True
9637492,False,True,False
9637507,False,True,False
9637961,False,False,True
9638197,False,False,True
9640499,False,False,True
9640516,False,True,True
9640528,False,True,True
9645011,False,False,True
9645061,False,False,True
9650016,True,True,True
9653068,True,False,False
9653070,True,False,False
9655456,False,True,False
9655470,False,True,True
9661792,True,False,False
9662643,True,False,False
9667813,True,False,False
9670987,True,False,False
9670999,True,False,False
9671668,True,False,False
9672301,True,False,False
9673202,True,False,False
9676230,False,False,True
9678238,True,False,False
9682423,True,False,False
9683570,True,False,False
9683726,False,True,True
9683738,True,True,True
9683740,True,True,True
9688790,True,False,False
9688805,True,False,False
9690212,True,False,True
9690224,True,False,False
9691785,True,False,False
9693240,True,False,False
9715270,False,False,True
9717357,True,False,False
9719862,True,False,False
9720263,True,False,True
9735323,True,False,True
9735335,True,False,True
9737187,True,True,True
9739898,True,False,False
9741724,True,False,True
9742120,True,False,False
9743033,True,False,False
9747194,True,False,False
9749154,False,True,True
9752084,True,True,True
9752096,True,True,True
9752101,True,True,True
9753727,True,False,False
9753739,True,False,False
9753741,True,False,False
9756573,True,False,False
9759666,True,False,False
9759915,True,True,True
9759927,True,True,True
9759939,True,True,True
9763837,True,False,True
9763849,True,False,True
9773301,True,False,False
9776523,True,False,False
9777670,True,True,True
9778313,False,True,False
9780940,True,False,False
9784893,True,True,True
9797577,True,False,False
9804057,True,False,False
9804617,True,False,False
9809277,True,False,False
9817779,True,False,False
9820245,True,False,False
9820257,True,False,False
9820269,True,False,False
9820271,True,False,False
9820312,True,False,False
9820324,True,False,False
9820336,True,False,False
9826902,True,True,True
9828663,True,False,False
9828675,True,False,False
9828687,True,False,False
9828699,True,False,False
9828704,True,False,False
9828716,True,False,False
9828754,True,False,False
9828766,True,False,False
9829629,True,False,False
9830769,True,False,True
9832547,True,True,True
9832559,True,True,True
9837547,True,True,True
9842176,True,True,True
9842188,True,True,True
9842190,True,True,True
9842205,True,False,False
9842217,True,False,False
9842279,True,False,False
9842281,True,False,False
9842293,True,False,False
9842308,True,False,False
9843560,True,True,True
9849423,True,False,False
9849435,True,False,False
9849459,True,False,False
9849461,True,False,False
9849473,True,False,False
9849887,False,True,True
9851103,True,False,False
9851115,True,False,False
9851127,True,False,False
9864837,True,True,True
9866380,True,True,True
9866392,True,True,True
9868807,True,False,False
9869291,True,False,False
9869473,True,False,False
9869485,True,False,False
9869497,True,False,False
9870111,True,False,False
9870123,True,False,False
9870238,True,False,False
9870240,True,False,False
9870587,True,False,False
9870599,True,False,False
9871232,True,False,False
9871244,True,False,False
9872224,True,False,False
9872262,True,False,False
9872274,True,False,False
9872286,True,False,False
9872561,True,False,False
9872573,True,False,False
9872585,True,False,False
9872602,True,False,False
9874064,True,False,False
9874131,True,False,False
9874155,True,False,False
9874167,True,False,False
9876359,True,True,True
9876361,True,False,False
9876373,True,False,False
9878761,True,False,False
9878773,True,False,False
9878785,True,False,False
9879686,True,False,False
9879715,True,False,False
9879727,True,False,False
9885879,True,True,True
9887152,True,False,False
9887853,True,False,False
9888182,True,False,False
9888273,True,False,False
9888285,True,False,False
9888297,True,False,False
9888792,True,False,False
9888807,True,False,False
9889198,True,False,False
9891476,True,False,False
9891488,True,False,False
9891490,True,False,False
9891505,True,False,False
9891608,True,False,False
9891610,True,False,False
9892365,True,False,False
9892377,True,False,False
9893137,True,False,False
9893149,True,False,False
9894399,True,False,False
9894492,True,False,False
9894507,True,False,False
9894519,True,False,False
9896294,True,False,False
9896309,True,False,False
9896323,True,False,False
9896335,True,False,False
9896347,True,False,False
9896361,True,False,False
9896373,True,False,False
9896397,True,False,False
9896402,True,False,False
9897066,True,False,False
9897690,True,False,False
9897705,True,False,False
9898254,True,False,False
9899052,True,False,False
9899064,True,False,False
9899076,True,False,False
9899088,True,False,False
9899105,True,False,False
9899117,True,False,False
9900514,True,False,False
9901025,True,True,True
9901037,True,True,True
9903827,True,False,False
9903839,True,False,False
9903841,True,False,False
9903853,True,False,False
9903865,True,False,False
9903877,True,False,False
9904546,True,False,False
9904675,True,False,False
9904687,True,False,False
9904699,True,False,False
9904704,True,False,False
9906544,True,False,False
9908994,True,False,False
9910909,True,False,False
9912696,True,False,False
9914577,True,False,False
9914589,True,False,False
9914591,True,False,False
9914606,True,False,False
9914723,True,False,False
9914735,True,False,False
9914747,True,False,False
9914759,True,False,False
9914761,True,False,False
9914785,True,False,False
9915090,True,False,True
9915105,True,False,True
9916654,True,False,False
9916692,True,False,False
9916707,True,False,False
9916721,True,False,False
9918779,True,False,False
9918781,True,False,False
9920954,True,False,False
9921996,True,False,False
9922110,True,False,False
9922122,True,False,False
9922134,True,False,False
9924340,True,False,False
9924352,True,False,False
9933717,True,False,False
9933729,True,False,False
9933731,True,False,False
9934498,True,False,True
9934503,True,False,False
9934515,True,False,False
9934527,True,False,False
9934539,True,False,False
9934541,True,False,False
9934553,True,False,False
9934565,True,False,False
9934577,True,False,False
9934589,True,False,False
9940186,True,False,False
9940497,True,False,False
9940538,True,False,False
9940540,True,False,False
9940552,True,False,False
9940576,True,False,False
9940590,True,False,False
9940617,True,False,False
9940629,True,False,False
9942392,True,False,True
9945124,True,False,False
9945136,True,False,False
9953509,True,True,True
9953511,True,True,True
9953523,True,True,True
9953535,True,True,True
9969821,True,False,False
